gene_id gene_name gene_type	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.tsv_TPM	d820ac02-a30e-437b-b20a-3e92705b7b81.tsv_TPM
ENSG00000198242.14 RPL23A protein_coding	148.0494	380.8320
ENSG00000198246.9 SLC29A3 protein_coding	3.9307	4.7803
ENSG00000198252.12 STYX protein_coding	18.1135	12.2561
ENSG00000198258.11 UBL5 protein_coding	92.1626	112.3743
ENSG00000198265.12 HELZ protein_coding	13.2622	14.9845
ENSG00000198270.13 TMEM116 protein_coding	2.8326	1.4052
ENSG00000198271.5 KRTAP4-5 protein_coding	0.0000	0.0000
ENSG00000198276.16 UCKL1 protein_coding	14.9710	27.5560
ENSG00000198283.2 OR5B21 protein_coding	0.0000	0.0000
ENSG00000198286.10 CARD11 protein_coding	0.6825	0.6145
ENSG00000198298.13 ZNF485 protein_coding	2.5026	6.5872
ENSG00000198300.14 PEG3 protein_coding	2.7550	9.5970
ENSG00000198301.12 SDAD1 protein_coding	33.0065	36.8319
ENSG00000198315.11 ZKSCAN8 protein_coding	17.8214	7.7410
ENSG00000198326.10 TMEM239 protein_coding	0.0000	0.0000
ENSG00000198331.11 HYLS1 protein_coding	4.2925	13.6591
ENSG00000198336.9 MYL4 protein_coding	0.4232	0.5795
ENSG00000198342.10 ZNF442 protein_coding	1.1808	0.3026
ENSG00000198346.11 ZNF813 protein_coding	2.4593	8.2600
ENSG00000198353.8 HOXC4 protein_coding	3.5497	2.1819
ENSG00000198354.7 DCAF12L2 protein_coding	0.8837	0.8045
ENSG00000198355.5 PIM3 protein_coding	39.1155	159.5607
ENSG00000198363.18 ASPH protein_coding	118.2795	22.5969
ENSG00000198369.10 SPRED2 protein_coding	24.2008	19.1787
ENSG00000198373.13 WWP2 protein_coding	14.5594	22.1708
ENSG00000198380.13 GFPT1 protein_coding	57.4070	68.7520
ENSG00000198382.9 UVRAG protein_coding	22.6064	14.7119
ENSG00000198390.5 KRTAP13-1 protein_coding	0.0000	0.0000
ENSG00000198393.8 ZNF26 protein_coding	1.2569	1.7077
ENSG00000198398.2 TMEM207 protein_coding	0.0000	0.0345
ENSG00000198399.15 ITSN2 protein_coding	13.2394	10.5613
ENSG00000198400.12 NTRK1 protein_coding	0.0998	0.2013
ENSG00000198417.7 MT1F protein_coding	5.9810	18.1315
ENSG00000198420.10 TCAF1 protein_coding	15.5111	14.2253
ENSG00000198429.10 ZNF69 protein_coding	3.0245	4.1258
ENSG00000198431.16 TXNRD1 protein_coding	27.7026	51.2859
ENSG00000198435.4 NRARP protein_coding	8.1754	9.1062
ENSG00000198440.9 ZNF583 protein_coding	1.4495	1.9871
ENSG00000198443.6 KRTAP4-1 protein_coding	0.0000	0.0402
ENSG00000198445.4 CCT8L2 protein_coding	0.0000	0.0000
ENSG00000198453.13 ZNF568 protein_coding	2.4209	3.1247
ENSG00000198455.4 ZXDB protein_coding	6.9962	11.8770
ENSG00000198464.14 ZNF480 protein_coding	7.0567	15.3271
ENSG00000198466.12 ZNF587 protein_coding	3.7014	9.0929
ENSG00000198467.16 TPM2 protein_coding	81.9843	253.3643
ENSG00000198471.1 RTP2 protein_coding	0.0000	0.0000
ENSG00000198478.8 SH3BGRL2 protein_coding	45.5252	5.5608
ENSG00000198482.14 ZNF808 protein_coding	3.4128	3.6166
ENSG00000198483.13 ANKRD35 protein_coding	7.7841	0.6973
ENSG00000198488.10 B3GNT6 protein_coding	0.0000	0.0190
ENSG00000198492.16 YTHDF2 protein_coding	40.4379	71.6652
ENSG00000198498.10 TMA16 protein_coding	9.6295	20.8898
ENSG00000198502.6 HLA-DRB5 protein_coding	336.5300	30.7755
ENSG00000198513.13 ATL1 protein_coding	2.9542	4.0992
ENSG00000198515.16 CNGA1 protein_coding	0.4218	2.0709
ENSG00000198517.10 MAFK protein_coding	5.7789	16.3862
ENSG00000198521.12 ZNF43 protein_coding	4.6473	4.7346
ENSG00000198522.14 GPN1 protein_coding	19.7360	46.1555
ENSG00000198523.6 PLN protein_coding	14.3748	6.7440
ENSG00000198535.5 C2CD4A protein_coding	0.1633	0.3911
ENSG00000198538.11 ZNF28 protein_coding	5.2068	17.9122
ENSG00000198542.14 ITGBL1 protein_coding	7.4684	10.3895
ENSG00000198546.15 ZNF511 protein_coding	4.4611	9.0679
ENSG00000198547.10 C20orf203 protein_coding	0.0147	0.0085
ENSG00000198551.10 ZNF627 protein_coding	9.2079	9.2171
ENSG00000198553.9 KCNRG protein_coding	0.2396	0.1228
ENSG00000198554.12 WDHD1 protein_coding	1.9514	9.6103
ENSG00000198556.14 ZNF789 protein_coding	1.9014	5.1885
ENSG00000198561.15 CTNND1 protein_coding	4.4343	2.1565
ENSG00000198563.14 DDX39B protein_coding	16.5679	15.0605
ENSG00000198569.10 SLC34A3 protein_coding	0.0188	0.1516
ENSG00000198570.6 RD3 protein_coding	0.0000	0.0000
ENSG00000198573.7 SPANXC protein_coding	0.0000	0.0000
ENSG00000198574.6 SH2D1B protein_coding	0.7895	0.1428
ENSG00000198576.4 ARC protein_coding	0.8963	0.2501
ENSG00000198585.12 NUDT16 protein_coding	27.5411	12.7347
ENSG00000198586.14 TLK1 protein_coding	15.6560	25.0405
ENSG00000198589.14 LRBA protein_coding	16.3424	10.4245
ENSG00000198590.12 C3orf35 lncRNA	0.0676	0.3006
ENSG00000198597.9 ZNF536 protein_coding	0.0450	0.0346
ENSG00000198598.6 MMP17 protein_coding	4.2372	0.8476
ENSG00000198601.3 OR2M2 protein_coding	0.0000	0.0000
ENSG00000198604.11 BAZ1A protein_coding	9.9713	25.7384
ENSG00000198610.11 AKR1C4 protein_coding	0.0904	0.0261
ENSG00000198612.11 COPS8 protein_coding	34.0896	30.7893
ENSG00000198624.13 CCDC69 protein_coding	175.9839	1.7874
ENSG00000198625.13 MDM4 protein_coding	9.2332	6.1281
ENSG00000198626.17 RYR2 protein_coding	0.2011	0.0447
ENSG00000198633.10 ZNF534 protein_coding	0.1847	0.1217
ENSG00000198642.7 KLHL9 protein_coding	25.8861	28.0857
ENSG00000198643.7 FAM3D protein_coding	1.0644	0.1841
ENSG00000198646.14 NCOA6 protein_coding	13.5913	31.0944
ENSG00000198648.11 STK39 protein_coding	40.2060	25.4802
ENSG00000198650.11 TAT protein_coding	6.4956	0.1115
ENSG00000198663.17 C6orf89 protein_coding	59.9334	30.5294
ENSG00000198668.13 CALM1 protein_coding	157.1123	71.7313
ENSG00000198670.12 LPA protein_coding	0.0269	0.0000
ENSG00000198677.12 TTC37 protein_coding	31.2813	17.6816
ENSG00000198680.4 TUSC1 protein_coding	18.1553	13.8112
ENSG00000198681.7 MAGEA1 protein_coding	0.0000	0.0000
ENSG00000198682.13 PAPSS2 protein_coding	29.6621	23.2552
ENSG00000198689.13 SLC9A6 protein_coding	5.4760	3.9778
ENSG00000198690.10 FAN1 protein_coding	5.0747	2.2256
ENSG00000198691.13 ABCA4 protein_coding	1.1492	0.7064
ENSG00000198692.10 EIF1AY protein_coding	0.0000	0.0000
ENSG00000198700.10 IPO9 protein_coding	16.4440	29.8769
ENSG00000198704.9 GPX6 protein_coding	0.0000	0.0000
ENSG00000198707.17 CEP290 protein_coding	2.1608	1.0145
ENSG00000198715.13 GLMP protein_coding	19.4593	91.7264
ENSG00000198719.9 DLL1 protein_coding	5.7896	2.7175
ENSG00000198720.13 ANKRD13B protein_coding	5.4451	6.0472
ENSG00000198721.13 ECI2 protein_coding	18.7831	2.1921
ENSG00000198722.14 UNC13B protein_coding	11.9886	11.1287
ENSG00000198728.11 LDB1 protein_coding	39.6481	51.8246
ENSG00000198729.5 PPP1R14C protein_coding	1.5795	53.2232
ENSG00000198730.9 CTR9 protein_coding	29.2835	20.4597
ENSG00000198732.11 SMOC1 protein_coding	4.6250	11.2033
ENSG00000198734.12 F5 protein_coding	0.1800	0.2236
ENSG00000198736.12 MSRB1 protein_coding	27.2359	25.7654
ENSG00000198739.11 LRRTM3 protein_coding	0.0273	0.0787
ENSG00000198740.9 ZNF652 protein_coding	8.7212	11.8181
ENSG00000198742.10 SMURF1 protein_coding	15.0912	36.2182
ENSG00000198743.7 SLC5A3 protein_coding	16.9246	21.1816
ENSG00000198746.13 GPATCH3 protein_coding	10.8464	17.0577
ENSG00000198752.11 CDC42BPB protein_coding	49.6406	27.8724
ENSG00000198753.12 PLXNB3 protein_coding	2.9702	11.5072
ENSG00000198754.5 OXCT2 protein_coding	0.0711	0.6285
ENSG00000198755.11 RPL10A protein_coding	767.0228	685.0684
ENSG00000198756.12 COLGALT2 protein_coding	1.5243	0.2621
ENSG00000198758.11 EPS8L3 protein_coding	0.0249	0.0000
ENSG00000198759.12 EGFL6 protein_coding	0.7457	6.6693
ENSG00000198765.12 SYCP1 protein_coding	0.1113	0.0000
ENSG00000198768.11 APCDD1L protein_coding	2.6928	14.4945
ENSG00000198771.11 RCSD1 protein_coding	8.3889	5.7992
ENSG00000198774.5 RASSF9 protein_coding	5.6332	1.9723
ENSG00000198780.12 FAM169A protein_coding	0.3210	0.1669
ENSG00000198783.6 ZNF830 protein_coding	13.6690	18.0363
ENSG00000198785.7 GRIN3A protein_coding	0.2642	0.1706
ENSG00000198788.9 MUC2 protein_coding	0.0000	0.0118
ENSG00000198791.12 CNOT7 protein_coding	19.0739	12.6049
ENSG00000198792.13 TMEM184B protein_coding	27.9692	70.9891
ENSG00000198793.13 MTOR protein_coding	17.0508	14.4973
ENSG00000198794.12 SCAMP5 protein_coding	3.9603	11.7709
ENSG00000198795.11 ZNF521 protein_coding	22.9100	8.7207
ENSG00000198796.7 ALPK2 protein_coding	0.3619	0.6312
ENSG00000198797.7 BRINP2 protein_coding	0.9344	0.1999
ENSG00000198798.5 MAGEB3 protein_coding	0.0000	0.0000
ENSG00000198799.12 LRIG2 protein_coding	5.6052	4.8547
ENSG00000198805.12 PNP protein_coding	7.3895	25.7563
ENSG00000198807.13 PAX9 protein_coding	0.3351	2.0899
ENSG00000198812.5 LRRC10 protein_coding	0.0000	0.0000
ENSG00000198814.13 GK protein_coding	1.2743	1.5810
ENSG00000198815.9 FOXJ3 protein_coding	30.4064	31.3221
ENSG00000198816.7 ZNF358 protein_coding	37.3282	41.9188
ENSG00000198818.10 SFT2D1 protein_coding	31.0126	26.0864
ENSG00000198821.11 CD247 protein_coding	1.3193	0.4205
ENSG00000198822.10 GRM3 protein_coding	0.0097	0.0000
ENSG00000198824.7 CHAMP1 protein_coding	12.6147	12.6093
ENSG00000198825.15 INPP5F protein_coding	7.3012	11.5615
ENSG00000198826.11 ARHGAP11A protein_coding	1.1955	10.9122
ENSG00000198829.6 SUCNR1 protein_coding	3.8809	0.2625
ENSG00000198830.11 HMGN2 protein_coding	108.7223	142.4263
ENSG00000198833.7 UBE2J1 protein_coding	40.6194	45.3659
ENSG00000198835.4 GJC2 protein_coding	2.9179	2.3968
ENSG00000198836.11 OPA1 protein_coding	27.0241	33.8449
ENSG00000198837.10 DENND4B protein_coding	12.4528	23.1437
ENSG00000198838.14 RYR3 protein_coding	0.8780	0.8090
ENSG00000198839.10 ZNF277 protein_coding	12.4929	9.9055
ENSG00000198841.4 KTI12 protein_coding	3.4960	7.3324
ENSG00000198844.12 ARHGEF15 protein_coding	27.9140	4.9499
ENSG00000198846.6 TOX protein_coding	1.0934	0.7222
ENSG00000198848.13 CES1 protein_coding	191.3300	4.7738
ENSG00000198851.10 CD3E protein_coding	3.6451	0.4879
ENSG00000198853.12 RUSC2 protein_coding	20.6094	28.4766
ENSG00000198854.5 C1orf68 protein_coding	0.0000	0.0000
ENSG00000198855.7 FICD protein_coding	5.3788	2.5575
ENSG00000198856.13 OSTC protein_coding	69.7501	150.3036
ENSG00000198858.10 R3HDM4 protein_coding	20.3396	69.3507
ENSG00000198860.13 TSEN15 protein_coding	5.7497	9.2627
ENSG00000198862.14 LTN1 protein_coding	12.6307	14.5594
ENSG00000198863.7 RUNDC1 protein_coding	10.5239	28.8967
ENSG00000198865.10 CCDC152 protein_coding	4.0135	0.2571
ENSG00000198870.8 STKLD1 protein_coding	0.6183	0.9393
ENSG00000198873.12 GRK5 protein_coding	14.1437	15.9898
ENSG00000198874.13 TYW1 protein_coding	10.6697	18.9949
ENSG00000198876.13 DCAF12 protein_coding	28.9898	39.8238
ENSG00000198879.12 SFMBT2 protein_coding	3.2013	10.7134
ENSG00000198881.10 ASB12 protein_coding	0.3757	0.9451
ENSG00000198883.12 PNMA5 protein_coding	0.0126	0.0000
ENSG00000198885.10 ITPRIPL1 protein_coding	3.2456	0.4705
ENSG00000198887.9 SMC5 protein_coding	14.3182	16.2013
ENSG00000198889.5 DCAF12L1 protein_coding	0.0129	0.0000
ENSG00000198890.9 PRMT6 protein_coding	6.3009	11.3932
ENSG00000198892.7 SHISA4 protein_coding	13.6079	18.9294
ENSG00000198894.8 CIPC protein_coding	14.0126	12.0408
ENSG00000198898.14 CAPZA2 protein_coding	47.3851	37.1413
ENSG00000198900.6 TOP1 protein_coding	47.9738	96.3432
ENSG00000198901.14 PRC1 protein_coding	0.0078	0.1626
ENSG00000198908.12 BHLHB9 protein_coding	0.0000	0.0090
ENSG00000198909.8 MAP3K3 protein_coding	23.0901	19.6020
ENSG00000198910.14 L1CAM protein_coding	2.2084	14.2362
ENSG00000198911.12 SREBF2 protein_coding	32.7324	58.7967
ENSG00000198912.11 C1orf174 protein_coding	8.9930	14.2249
ENSG00000198914.5 POU3F3 protein_coding	0.0360	0.0000
ENSG00000198915.12 RASGEF1A protein_coding	0.8836	4.8459
ENSG00000198918.8 RPL39 protein_coding	126.1677	209.9684
ENSG00000198919.13 DZIP3 protein_coding	9.6285	4.4125
ENSG00000198920.11 KIAA0753 protein_coding	4.8622	6.9187
ENSG00000198924.8 DCLRE1A protein_coding	6.3081	7.7424
ENSG00000198925.12 ATG9A protein_coding	18.8409	28.6972
ENSG00000198929.13 NOS1AP protein_coding	0.7052	1.2452
ENSG00000198930.13 CSAG1 protein_coding	0.0000	0.0457
ENSG00000198931.11 APRT protein_coding	53.6046	64.5639
ENSG00000198932.13 GPRASP1 protein_coding	9.9871	1.0951
ENSG00000198933.9 TBKBP1 protein_coding	8.6740	11.2847
ENSG00000198934.5 MAGEE1 protein_coding	4.2042	5.6584
ENSG00000198937.9 CCDC167 protein_coding	11.1199	106.3329
ENSG00000198939.8 ZFP2 protein_coding	3.4130	0.7569
ENSG00000198944.6 SOWAHA protein_coding	2.6073	0.0286
ENSG00000198945.8 L3MBTL3 protein_coding	4.6393	4.7152
ENSG00000198947.16 DMD protein_coding	22.1311	3.4196
ENSG00000198948.12 MFAP3L protein_coding	1.6979	11.6276
ENSG00000198951.12 NAGA protein_coding	25.3274	38.2049
ENSG00000198952.8 SMG5 protein_coding	34.7034	240.0602
ENSG00000198959.12 TGM2 protein_coding	9.0371	20.5407
ENSG00000198960.11 ARMCX6 protein_coding	9.5613	19.5853
ENSG00000198961.10 PJA2 protein_coding	118.0007	35.1372
ENSG00000198963.11 RORB protein_coding	3.6159	0.0363
ENSG00000198964.14 SGMS1 protein_coding	18.3774	16.8959
ENSG00000198965.4 OR10R2 protein_coding	0.0000	0.0000
ENSG00000198967.4 OR10Z1 protein_coding	0.0000	0.0000
ENSG00000203485.14 INF2 protein_coding	29.0345	41.5947
ENSG00000203618.6 GP1BB protein_coding	0.0000	0.0000
ENSG00000203661.4 OR2T5 protein_coding	0.0000	0.0000
ENSG00000203663.4 OR2L2 protein_coding	0.0099	0.0000
ENSG00000203664.7 OR2W5 transcribed_unprocessed_pseudogene	0.0000	0.0000
ENSG00000203666.12 EFCAB2 protein_coding	2.6242	0.8116
ENSG00000203667.10 COX20 protein_coding	0.4071	0.6660
ENSG00000203668.3 CHML protein_coding	4.2668	27.8023
ENSG00000203697.12 CAPN8 protein_coding	2.4001	0.0000
ENSG00000203705.11 TATDN3 protein_coding	13.3970	4.4246
ENSG00000203710.12 CR1 protein_coding	1.3583	0.0753
ENSG00000203711.14 C6orf99 lncRNA	0.2129	0.3819
ENSG00000203722.8 RAET1G protein_coding	0.9900	0.4701
ENSG00000203724.11 C1orf53 protein_coding	3.3761	7.3890
ENSG00000203727.4 SAMD5 protein_coding	6.6649	11.0946
ENSG00000203730.3 TEDDM1 protein_coding	0.0000	0.1174
ENSG00000203734.12 ECT2L protein_coding	0.2239	0.1828
ENSG00000203737.5 GPR52 protein_coding	0.0274	0.0000
ENSG00000203740.4 METTL11B protein_coding	0.0000	0.2149
ENSG00000203747.12 FCGR3A protein_coding	18.1810	31.5302
ENSG00000203756.8 TMEM244 protein_coding	0.6060	0.0699
ENSG00000203757.2 OR6K3 protein_coding	0.0000	0.0000
ENSG00000203760.9 CENPW protein_coding	6.4346	445.2605
ENSG00000203772.7 SPRN protein_coding	0.0000	0.1755
ENSG00000203778.8 FAM229B protein_coding	10.9911	4.9289
ENSG00000203780.12 FANK1 protein_coding	1.2495	5.6298
ENSG00000203783.5 PRR9 protein_coding	0.0000	0.0408
ENSG00000203784.3 LELP1 protein_coding	0.0000	0.0000
ENSG00000203785.9 SPRR2E protein_coding	0.0000	0.0000
ENSG00000203786.6 KPRP protein_coding	0.0000	0.0000
ENSG00000203795.3 FAM24A protein_coding	0.0000	0.0726
ENSG00000203797.12 DDO protein_coding	4.8458	0.7916
ENSG00000203837.5 PNLIPRP3 protein_coding	0.4374	0.0210
ENSG00000203857.10 HSD3B1 protein_coding	0.0354	0.0000
ENSG00000203859.10 HSD3B2 protein_coding	0.0380	0.0000
ENSG00000203867.8 RBM20 protein_coding	0.8683	0.1092
ENSG00000203870.5 SMIM9 protein_coding	0.0353	0.0000
ENSG00000203872.7 C6orf163 protein_coding	0.7113	0.3247
ENSG00000203877.8 RIPPLY2 protein_coding	0.0104	0.0000
ENSG00000203879.12 GDI1 protein_coding	45.2696	67.2771
ENSG00000203880.12 PCMTD2 protein_coding	28.2155	21.9213
ENSG00000203883.7 SOX18 protein_coding	30.0002	30.0926
ENSG00000203896.10 LIME1 protein_coding	0.4921	2.3284
ENSG00000203907.9 OOEP protein_coding	0.2949	1.9727
ENSG00000203908.4 KHDC3L protein_coding	0.0835	0.0000
ENSG00000203909.4 DPPA5 protein_coding	0.0000	0.0757
ENSG00000203910.9 C1orf146 protein_coding	0.0398	0.1378
ENSG00000203923.5 SPANXN1 protein_coding	0.0000	0.0000
ENSG00000203926.5 SPANXA2 protein_coding	0.0000	0.0000
ENSG00000203933.3 CXorf66 protein_coding	0.0000	0.0000
ENSG00000203942.5 C10orf62 protein_coding	0.0713	0.0000
ENSG00000203943.9 SAMD13 protein_coding	0.3558	0.2198
ENSG00000203952.9 CCDC160 protein_coding	1.4745	2.2300
ENSG00000203963.11 C1orf141 protein_coding	0.0000	0.0000
ENSG00000203965.13 EFCAB7 protein_coding	2.7460	2.2568
ENSG00000203970.4 DEFB110 protein_coding	0.0000	0.0000
ENSG00000203972.10 GLYATL3 protein_coding	0.0000	0.0000
ENSG00000203985.11 LDLRAD1 protein_coding	0.0911	0.0840
ENSG00000203989.5 RHOXF2B protein_coding	0.0000	0.0000
ENSG00000203995.10 ZYG11A protein_coding	0.1751	11.2142
ENSG00000204001.9 LCN8 protein_coding	0.0000	0.0000
ENSG00000204006.10 C1orf185 protein_coding	0.1161	0.0000
ENSG00000204007.7 GLT6D1 protein_coding	0.0000	0.0000
ENSG00000204010.3 IFIT1B protein_coding	0.0219	0.0253
ENSG00000204019.5 CT83 protein_coding	0.0000	52.2116
ENSG00000204020.6 LIPN protein_coding	0.0154	0.0089
ENSG00000204021.4 LIPK protein_coding	0.0000	3.3679
ENSG00000204022.9 LIPJ protein_coding	0.1625	0.0110
ENSG00000204025.8 TRPC5OS protein_coding	0.0571	0.0165
ENSG00000204033.10 LRIT2 protein_coding	0.0000	0.0000
ENSG00000204052.4 LRRC73 protein_coding	0.2652	0.5646
ENSG00000204060.7 FOXO6 protein_coding	0.6676	10.2995
ENSG00000204065.3 TCEAL5 protein_coding	3.1852	0.0477
ENSG00000204070.10 SYS1 protein_coding	15.8004	18.3033
ENSG00000204071.10 TCEAL6 protein_coding	0.5979	0.0000
ENSG00000204084.13 INPP5B protein_coding	6.4589	7.7497
ENSG00000204086.4 RPA4 protein_coding	0.0555	0.1919
ENSG00000204099.12 NEU4 protein_coding	0.0389	0.0897
ENSG00000204103.4 MAFB protein_coding	48.7464	22.0988
ENSG00000204104.12 TRAF3IP1 protein_coding	13.1946	19.5191
ENSG00000204116.11 CHIC1 protein_coding	6.0486	3.5737
ENSG00000204120.16 GIGYF2 protein_coding	14.2814	10.7103
ENSG00000204128.6 C2orf72 protein_coding	0.7253	3.2148
ENSG00000204130.14 RUFY2 protein_coding	5.0411	4.8994
ENSG00000204131.9 NHSL2 protein_coding	6.3953	2.5869
ENSG00000204138.13 PHACTR4 protein_coding	12.0222	19.8436
ENSG00000204140.10 CLPSL1 protein_coding	0.2202	61.5757
ENSG00000204147.11 ASAH2B protein_coding	1.3686	2.4097
ENSG00000204149.13 AGAP6 protein_coding	0.1913	0.5042
ENSG00000204152.14 TIMM23B protein_coding	1.6084	1.9860
ENSG00000204160.12 ZDHHC18 protein_coding	18.3696	31.9111
ENSG00000204165.6 CXorf65 protein_coding	0.0000	0.0000
ENSG00000204172.12 AGAP9 protein_coding	2.3928	1.9858
ENSG00000204174.8 NPY4R protein_coding	0.0000	0.0736
ENSG00000204175.5 GPRIN2 protein_coding	0.9674	23.0208
ENSG00000204176.14 SYT15 protein_coding	0.5560	0.2230
ENSG00000204179.10 PTPN20 protein_coding	0.8450	5.5587
ENSG00000204186.10 ZDBF2 protein_coding	4.7393	0.5264
ENSG00000204193.11 TXNDC8 protein_coding	0.0396	0.0000
ENSG00000204195.4 AWAT1 protein_coding	0.0590	0.0000
ENSG00000204209.13 DAXX protein_coding	31.3014	49.4100
ENSG00000204217.15 BMPR2 protein_coding	44.6735	33.2423
ENSG00000204219.11 TCEA3 protein_coding	20.6161	44.7904
ENSG00000204220.12 PFDN6 protein_coding	11.6342	25.5644
ENSG00000204227.5 RING1 protein_coding	36.3957	32.4196
ENSG00000204228.4 HSD17B8 protein_coding	26.1931	1.1634
ENSG00000204231.11 RXRB protein_coding	25.2153	19.4870
ENSG00000204237.5 OXLD1 protein_coding	13.5486	39.1678
ENSG00000204246.3 OR13C3 protein_coding	0.0000	0.0000
ENSG00000204248.11 COL11A2 protein_coding	0.3274	0.4220
ENSG00000204252.14 HLA-DOA protein_coding	13.9347	0.6633
ENSG00000204256.14 BRD2 protein_coding	46.1024	39.3338
ENSG00000204257.15 HLA-DMA protein_coding	92.2216	14.8696
ENSG00000204262.14 COL5A2 protein_coding	55.8023	247.4997
ENSG00000204264.12 PSMB8 protein_coding	28.2617	31.4283
ENSG00000204267.16 TAP2 protein_coding	8.6810	10.4327
ENSG00000204271.13 SPIN3 protein_coding	2.2862	2.0914
ENSG00000204278.12 TMEM235 protein_coding	0.0000	0.0192
ENSG00000204279.7 PAGE3 protein_coding	0.0000	0.0000
ENSG00000204287.14 HLA-DRA protein_coding	811.3310	107.6520
ENSG00000204290.10 BTNL2 protein_coding	0.0295	0.0000
ENSG00000204291.11 COL15A1 protein_coding	111.9742	99.4457
ENSG00000204300.7 TMEM225 protein_coding	0.0000	0.0000
ENSG00000204301.6 NOTCH4 protein_coding	18.3277	7.6778
ENSG00000204304.12 PBX2 protein_coding	18.6925	18.1282
ENSG00000204305.14 AGER protein_coding	2.4815	1.5389
ENSG00000204308.8 RNF5 protein_coding	63.3104	68.5784
ENSG00000204310.13 AGPAT1 protein_coding	23.4349	21.7884
ENSG00000204314.12 PRRT1 protein_coding	1.5780	0.7502
ENSG00000204315.4 FKBPL protein_coding	8.0283	15.2066
ENSG00000204316.13 MRPL38 protein_coding	0.7898	1.7916
ENSG00000204323.5 SMIM5 protein_coding	0.1353	1.5894
ENSG00000204334.7 ERICH2 protein_coding	4.6797	11.4568
ENSG00000204335.4 SP5 protein_coding	1.4812	0.1443
ENSG00000204344.14 STK19 protein_coding	4.2350	6.0823
ENSG00000204345.1 CD300LD protein_coding	0.0000	0.0000
ENSG00000204347.4 BTBD17 protein_coding	0.0251	0.0000
ENSG00000204348.10 DXO protein_coding	5.0228	9.0499
ENSG00000204351.12 SKIV2L protein_coding	14.6163	25.3722
ENSG00000204352.4 C9orf129 transcribed_unprocessed_pseudogene	0.0375	0.0000
ENSG00000204356.14 NELFE protein_coding	45.2144	50.2912
ENSG00000204361.10 NXPE2 protein_coding	0.1158	0.0801
ENSG00000204363.5 SPANXN5 protein_coding	0.0000	0.0000
ENSG00000204366.4 ZBTB12 protein_coding	1.6091	6.7612
ENSG00000204370.13 SDHD protein_coding	79.3422	25.6094
ENSG00000204371.11 EHMT2 protein_coding	9.2130	25.8889
ENSG00000204381.12 LAYN protein_coding	5.1884	8.9666
ENSG00000204382.11 XAGE1B protein_coding	0.0000	0.0000
ENSG00000204385.13 SLC44A4 protein_coding	3.1081	0.9627
ENSG00000204386.12 NEU1 protein_coding	23.4431	53.8385
ENSG00000204388.7 HSPA1B protein_coding	209.0740	116.8189
ENSG00000204389.10 HSPA1A protein_coding	178.0082	125.4233
ENSG00000204390.10 HSPA1L protein_coding	2.8355	1.8607
ENSG00000204392.11 LSM2 protein_coding	51.6451	131.8764
ENSG00000204396.11 VWA7 protein_coding	0.9191	0.3805
ENSG00000204397.8 CARD16 protein_coding	8.4846	4.0496
ENSG00000204403.9 CASP12 polymorphic_pseudogene	0.7268	0.2514
ENSG00000204406.14 MBD5 protein_coding	2.5320	2.0978
ENSG00000204410.16 MSH5 protein_coding	0.3856	0.2700
ENSG00000204414.13 CSHL1 protein_coding	0.0000	0.0000
ENSG00000204421.3 LY6G6C protein_coding	0.6034	0.8945
ENSG00000204424.10 LY6G6F protein_coding	0.0000	0.0000
ENSG00000204427.12 ABHD16A protein_coding	0.2985	0.5163
ENSG00000204428.12 LY6G5C protein_coding	1.3207	0.9899
ENSG00000204435.15 CSNK2B protein_coding	5.3115	13.1456
ENSG00000204438.11 GPANK1 protein_coding	9.9000	11.6930
ENSG00000204439.4 C6orf47 protein_coding	12.6441	21.1970
ENSG00000204442.4 FAM155A protein_coding	0.4951	0.3285
ENSG00000204444.11 APOM protein_coding	4.0926	1.7344
ENSG00000204449.3 TRIM49C protein_coding	0.0000	0.0000
ENSG00000204450.8 TRIM64 protein_coding	0.0000	0.0000
ENSG00000204463.13 BAG6 protein_coding	68.4998	126.6204
ENSG00000204464.7 C1orf195 lncRNA	0.0000	0.3570
ENSG00000204469.13 PRRC2A protein_coding	52.6631	126.2210
ENSG00000204472.13 AIF1 protein_coding	40.8672	9.0719
ENSG00000204475.10 NCR3 protein_coding	0.5966	0.0405
ENSG00000204478.10 PRAMEF20 protein_coding	0.0000	0.0000
ENSG00000204479.4 PRAMEF17 protein_coding	0.0000	0.0316
ENSG00000204480.8 PRAMEF19 protein_coding	0.0000	0.0000
ENSG00000204481.8 PRAMEF14 protein_coding	0.0000	0.0000
ENSG00000204482.11 LST1 protein_coding	3.8508	1.9468
ENSG00000204498.11 NFKBIL1 protein_coding	12.6202	29.1056
ENSG00000204501.7 PRAMEF15 protein_coding	0.0000	0.0000
ENSG00000204505.4 PRAMEF9 protein_coding	0.0000	0.0000
ENSG00000204510.5 PRAMEF7 protein_coding	0.0000	0.0000
ENSG00000204511.3 MCCD1 protein_coding	0.1219	0.0703
ENSG00000204514.10 ZNF814 protein_coding	1.3831	3.4426
ENSG00000204516.10 MICB protein_coding	2.3660	16.5486
ENSG00000204518.2 AADACL4 protein_coding	0.0275	0.0000
ENSG00000204519.11 ZNF551 protein_coding	3.3121	7.6281
ENSG00000204520.14 MICA protein_coding	13.0560	16.5454
ENSG00000204524.7 ZNF805 protein_coding	2.6466	4.4503
